order_id,restaurant_name,customer_id,cost_of_the_order,rating,delivery_time,day_of_the_week,cuisine_type,restaurant_id
1478376,RedFarm Broadway,67133,9.65,5.0,20,Weekend,Chinese,33
1477367,Blue Ribbon Fried Chicken,343554,12.95,5.0,28,Weekend,American,4
1477754,P.J. Clarke's,133222,21.34,5.0,28,Weekday,American,85
1478280,Shake Shack,91722,19.4,5.0,15,Weekend,American,15
1478412,RedFarm Hudson,43018,6.69,0.0,20,Weekend,Chinese,17
1476887,Blue Ribbon Sushi,142356,12.13,0.0,27,Weekday,Japanese,18
1478382,Nobu Next Door,144997,15.91,4.0,15,Weekend,Japanese,45
1478115,Shake Shack,93308,5.77,4.0,18,Weekend,American,15
1476782,The Meatball Shop,367449,12.23,5.0,17,Weekend,Italian,7
1478178,The Meatball Shop,125834,12.23,5.0,19,Weekend,Italian,7
1478294,Shake Shack,390459,12.18,0.0,29,Weekend,American,15
1477854,Tamarind TriBeCa,58025,11.64,0.0,23,Weekend,Indian,6
1477189,V-Nam Cafe,54630,22.26,5.0,26,Weekend,Vietnamese,135
1476894,Don's Bogam BBQ & Wine Bar,384698,14.07,3.0,16,Weekend,Korean,129
1476807,Blue Ribbon Sushi,79215,16.49,3.0,30,Weekend,Japanese,18
1477937,The Meatball Shop,98735,9.65,5.0,28,Weekday,Italian,7
1478407,Parm,386766,12.23,0.0,30,Weekend,Italian,29
1478199,Han Dynasty,70001,12.18,0.0,26,Weekday,Chinese,49
1478389,Sushi of Gari Tribeca,68775,12.13,0.0,30,Weekend,Japanese,96
1478103,Blue Ribbon Sushi,130956,12.95,5.0,16,Weekend,Japanese,18
1476824,Momoya,259341,19.4,4.0,16,Weekend,Japanese,59
1478441,RedFarm Hudson,228541,29.1,0.0,28,Weekend,Chinese,17
1478399,Han Dynasty,264399,29.15,0.0,24,Weekday,Chinese,49
1477635,Amma,124393,31.43,5.0,27,Weekday,Indian,74
1476797,Blue Ribbon Sushi,357592,16.15,3.0,21,Weekend,Japanese,18
1476652,ilili Restaurant,232035,8.97,0.0,19,Weekend,Middle Eastern,87
1478196,Blue Ribbon Sushi Bar & Grill,97991,15.28,0.0,29,Weekday,Japanese,42
1477862,Shake Shack,317660,10.24,0.0,21,Weekend,American,15
1478141,Vanessa's Dumpling House,150865,29.1,0.0,25,Weekday,Chinese,89
1476962,Blue Ribbon Sushi,342777,12.9,3.0,31,Weekday,Japanese,18
1477959,Otto Enoteca Pizzeria,175290,29.05,5.0,18,Weekend,Italian,22
1477426,Blue Ribbon Sushi,135769,19.35,5.0,23,Weekend,Japanese,18
1478049,TAO,259341,12.71,3.0,17,Weekend,Japanese,28
1477811,Blue Ribbon Sushi,373152,24.3,5.0,28,Weekend,Japanese,18
1478068,The Smile,222073,12.08,5.0,25,Weekend,American,88
1477002,ilili Restaurant,133202,29.25,3.0,21,Weekend,Middle Eastern,87
1477139,Tortaria,139755,13.05,5.0,19,Weekend,Mexican,20
1478150,Shake Shack,97806,25.22,4.0,27,Weekend,American,15
1476603,Shake Shack,48677,12.95,0.0,19,Weekend,American,15
1476752,Nobu Next Door,27365,16.06,0.0,23,Weekend,Japanese,45
1477073,Shake Shack,87752,29.05,5.0,22,Weekend,American,15
1477823,Bareburger,50260,5.63,4.0,30,Weekend,American,55
1476684,Shake Shack,35631,19.4,5.0,24,Weekend,American,15
1477892,Parm,196320,25.17,4.0,32,Weekday,Italian,29
1477481,Bareburger,47440,25.22,3.0,27,Weekday,American,55
1477538,Hill Country Fried Chicken,184085,14.84,4.0,21,Weekend,Southern,37
1476626,The Meatball Shop,84087,6.69,0.0,22,Weekend,Italian,7
1477557,The Meatball Shop,140501,22.36,5.0,21,Weekend,Italian,7
1477684,TAO,39275,15.28,5.0,27,Weekend,Japanese,28
1477865,Parm,120490,8.2,0.0,24,Weekday,Italian,29
1477612,Shake Shack,56722,22.31,0.0,32,Weekday,American,15
1476620,Tamarind TriBeCa,54110,12.23,4.0,21,Weekend,Indian,6
1477244,Bubby's ,47386,12.18,4.0,31,Weekday,American,90
1477231,Shake Shack,63147,12.61,4.0,19,Weekend,American,15
1477576,Rubirosa,105087,14.12,4.0,32,Weekday,Italian,53
1478203,Hatsuhana,41907,14.07,5.0,24,Weekend,Japanese,81
1476890,Han Dynasty,83469,12.18,3.0,29,Weekday,Chinese,49
1477059,Blue Ribbon Sushi,67487,17.07,4.0,15,Weekend,Japanese,18
1477038,The Meatball Shop,96877,12.18,5.0,28,Weekend,Italian,7
1478220,Blue Ribbon Sushi,399729,8.83,4.0,19,Weekend,Japanese,18
1477459,Sushi of Gari 46,149984,14.31,0.0,25,Weekend,Japanese,24
1478214,TAO,103049,25.22,5.0,17,Weekend,Japanese,28
1476636,Terakawa Ramen,232214,14.65,4.0,16,Weekend,Japanese,111
1477807,Blue Ribbon Sushi,38050,12.71,0.0,28,Weekday,Japanese,18
1477841,Rubirosa,18902,21.88,4.0,27,Weekend,Italian,53
1476998,Blue Ribbon Sushi Bar & Grill,140279,12.95,0.0,28,Weekday,Japanese,42
1477900,Sushi of Gari Tribeca,276192,8.63,5.0,28,Weekend,Japanese,96
1477173,Blue Ribbon Fried Chicken,68300,21.83,0.0,27,Weekend,American,4
1476876,RedFarm Broadway,325285,5.48,3.0,18,Weekend,Chinese,33
1477496,Parm,132137,22.36,0.0,27,Weekend,Italian,29
1476845,Blue Ribbon Sushi,55334,12.13,5.0,29,Weekend,Japanese,18
1476642,Blue Ribbon Fried Chicken,277898,12.18,0.0,17,Weekend,American,4
1477801,Zero Otto Nove,268365,12.18,4.0,25,Weekday,Italian,136
1477594,Bareburger,47440,12.18,3.0,24,Weekday,American,55
1478318,TAO,263426,22.12,5.0,30,Weekday,Japanese,28
1476734,Shake Shack,148327,33.03,0.0,28,Weekday,American,15
1477202,Joe's Shanghai _Àü£¾÷´,259341,16.1,5.0,22,Weekend,Chinese,54
1478180,The Smile,270525,22.26,5.0,26,Weekend,American,88
1477992,Blue Ribbon Sushi Izakaya,65589,19.45,5.0,32,Weekday,Japanese,2
1477164,Shake Shack,74424,15.77,3.0,20,Weekend,American,15
1478386,The Meatball Shop,240093,14.7,5.0,24,Weekday,Italian,7
1476756,Shake Shack,263426,14.07,3.0,27,Weekend,American,15
1477989,ilili Restaurant,102801,13.73,5.0,33,Weekday,Middle Eastern,87
1477972,Shake Shack,97806,12.61,4.0,25,Weekend,American,15
1477452,Shake Shack,107240,8.34,5.0,30,Weekend,American,15
1477578,Blue Ribbon Sushi,385150,12.18,4.0,16,Weekend,Japanese,18
1478208,The Meatball Shop,371590,29.15,5.0,27,Weekend,Italian,7
1477215,Blue Ribbon Sushi Bar & Grill,27609,24.25,5.0,26,Weekend,Japanese,42
1477479,Blue Ribbon Sushi,373152,12.32,0.0,27,Weekday,Japanese,18
1476675,Shake Shack,235818,15.96,4.0,27,Weekday,American,15
1476854,Blue Ribbon Fried Chicken,47440,6.45,4.0,24,Weekend,American,4
1478275,Five Guys Burgers and Fries,334758,24.3,5.0,18,Weekend,American,19
1477604,RedFarm Hudson,128711,12.56,3.0,22,Weekend,Chinese,17
1477039,Hill Country Fried Chicken,338923,22.31,3.0,25,Weekday,Southern,37
1477100,Sushi of Gari,164005,15.52,0.0,16,Weekend,Japanese,16
1478008,Dos Caminos,374826,6.74,5.0,26,Weekend,Mexican,94
1478298,Blue Ribbon Sushi Bar & Grill,79343,6.02,0.0,25,Weekday,Japanese,42
1477085,J. G. Melon,103852,6.74,5.0,29,Weekend,American,104
1477052,Mira Sushi,35993,11.79,0.0,26,Weekend,Japanese,102
1478042,TAO,201542,29.05,4.0,24,Weekend,Japanese,28
1476605,Blue Ribbon Sushi Bar & Grill,366975,19.35,0.0,17,Weekend,Japanese,42
1477825,L'Express,389740,11.98,5.0,28,Weekday,French,73
1476735,Blue Ribbon Sushi Bar & Grill,369272,11.69,5.0,28,Weekday,Japanese,42
1476686,Blue Ribbon Sushi,45396,16.44,5.0,29,Weekend,Japanese,18
1478435,RedFarm Hudson,350180,20.32,5.0,29,Weekday,Chinese,17
1476802,Blue Ribbon Sushi,318451,14.02,4.0,18,Weekend,Japanese,18
1478416,RedFarm Broadway,378027,9.07,4.0,17,Weekend,Chinese,33
1477893,Mamoun's Falafel,63513,5.92,0.0,33,Weekday,Mediterranean,40
1477018,Shake Shack,53947,15.52,5.0,17,Weekend,American,15
1477706,Jack's Wife Freda,68258,22.31,0.0,28,Weekend,Mediterranean,39
1476971,Parm,250494,28.57,5.0,32,Weekday,Italian,29
1477470,Shake Shack,350659,24.25,4.0,30,Weekend,American,15
1477755,Cafeteria,107909,12.08,3.0,28,Weekend,American,34
1478084,Blue Ribbon Sushi,110461,22.07,4.0,15,Weekend,Japanese,18
1478163,Shake Shack,372722,21.29,0.0,21,Weekend,American,15
1478431,S'MAC,245862,16.49,5.0,19,Weekend,American,76
1477559,P.J. Clarke's,127149,25.27,5.0,29,Weekday,American,85
1477666,Blue Ribbon Fried Chicken,368295,11.64,5.0,16,Weekend,American,4
1477746,Don's Bogam BBQ & Wine Bar,288777,12.61,4.0,26,Weekend,Korean,129
1478358,The Meatball Shop,371806,13.0,5.0,26,Weekend,Italian,7
1476863,The Meatball Shop,40010,31.43,0.0,22,Weekend,Italian,7
1477041,Junoon,52832,25.17,0.0,24,Weekday,Indian,121
1478438,Blue Ribbon Sushi Bar & Grill,114085,9.12,3.0,27,Weekend,Japanese,42
1476616,Parm,348096,31.43,5.0,25,Weekday,Italian,29
1476968,Jack's Wife Freda,99621,29.05,5.0,28,Weekend,Mediterranean,39
1478045,Yama 49,97420,31.33,5.0,27,Weekend,Japanese,70
1477660,Sarabeth's Restaurant,304365,24.25,5.0,24,Weekend,American,99
1476584,Shake Shack,363561,12.37,3.0,28,Weekend,American,15
1477619,Blue Ribbon Fried Chicken,75251,24.25,0.0,21,Weekend,American,4
1477033,Sushi of Gari 46,59105,29.05,3.0,26,Weekend,Japanese,24
1477308,Shake Shack,321255,5.63,0.0,16,Weekend,American,15
1476588,RedFarm Hudson,128711,9.51,3.0,26,Weekend,Chinese,17
1476713,Blue Ribbon Sushi Izakaya,58434,15.76,4.0,23,Weekend,Japanese,2
1477036,Shake Shack,162330,11.64,0.0,29,Weekend,American,15
1477340,Blue Ribbon Sushi,186473,12.13,5.0,28,Weekend,Japanese,18
1477682,TAO,35432,14.99,0.0,21,Weekend,Japanese,28
1477514,The Meatball Shop,178172,12.18,4.0,22,Weekend,Italian,7
1477046,Dos Caminos Soho,302132,12.66,5.0,30,Weekday,Mexican,137
1477593,Parm,322787,12.08,5.0,25,Weekend,Italian,29
1476716,Saravanaa Bhavan,37982,15.52,5.0,26,Weekday,Indian,106
1477357,Go! Go! Curry!,5444,20.18,3.0,29,Weekend,Japanese,138
1476576,Blue Ribbon Sushi,297130,31.43,5.0,17,Weekend,Japanese,18
1477888,J. G. Melon,40500,12.18,0.0,22,Weekend,American,104
1476814,La Follia,64621,8.05,0.0,20,Weekend,Italian,139
1477212,The Meatball Shop,49631,14.41,0.0,28,Weekend,Italian,7
1477078,Izakaya Ten,115231,12.23,5.0,24,Weekday,Japanese,140
1477061,Blue Ribbon Sushi,390436,13.0,5.0,31,Weekday,Japanese,18
1477116,The Kati Roll Company,126730,24.2,5.0,16,Weekend,Indian,25
1478128,TAO,320187,14.75,5.0,19,Weekend,Japanese,28
1477118,Nobu Next Door,105837,5.77,4.0,29,Weekend,Japanese,45
1476646,Hot Kitchen,103147,13.0,5.0,25,Weekend,Chinese,120
1478286,Blue Ribbon Sushi Izakaya,102580,29.05,4.0,25,Weekday,Japanese,2
1477876,Rubirosa,129823,12.23,0.0,18,Weekend,Italian,53
1478443,Cafe Mogador,96943,29.88,4.0,17,Weekend,Middle Eastern,21
1478195,Blue Ribbon Fried Chicken,115519,20.23,4.0,26,Weekday,American,4
1477787,Shake Shack,14869,4.8,4.0,24,Weekend,American,15
1477093,Serafina Fabulous Pizza,318545,14.84,3.0,31,Weekday,Italian,117
1477140,Blue Ribbon Sushi,366954,24.25,5.0,16,Weekend,Japanese,18
1477024,Nobu Next Door,68154,12.18,5.0,23,Weekend,Japanese,45
1478035,Blue Ribbon Fried Chicken,178846,10.14,4.0,17,Weekend,American,4
1477541,Han Dynasty,196928,12.13,0.0,25,Weekend,Chinese,49
1477499,Xi'an Famous Foods,306119,14.12,4.0,19,Weekend,Chinese,52
1478085,Tony's Di Napoli,42930,11.3,4.0,29,Weekend,Italian,131
1477374,Lantern Thai Kitchen,177078,32.93,0.0,27,Weekend,Thai,86
1477882,RedFarm Broadway,80737,24.2,0.0,33,Weekday,Chinese,33
1477713,Blue Ribbon Fried Chicken,314908,8.44,3.0,18,Weekend,American,4
1477115,Shake Shack,87752,24.25,5.0,27,Weekday,American,15
1476658,P.J. Clarke's,127149,31.43,4.0,23,Weekend,American,85
1477491,Sushi of Gari Tribeca,276192,9.46,0.0,29,Weekend,Japanese,96
1477867,Tony's Di Napoli,138426,15.81,5.0,30,Weekend,Italian,131
1478097,Westville Hudson,252342,12.18,3.0,25,Weekend,American,43
1478401,The Kati Roll Company,112272,29.25,0.0,21,Weekend,Indian,25
1477382,Han Dynasty,69025,6.84,5.0,22,Weekend,Chinese,49
1478414,Nobu Next Door,41409,12.66,0.0,21,Weekend,Japanese,45
1477638,Parm,113507,12.18,0.0,26,Weekend,Italian,29
1477183,Blue Ribbon Fried Chicken,127934,33.03,5.0,25,Weekend,American,4
1477681,12 Chairs,225912,16.3,4.0,26,Weekday,Middle Eastern,141
1477582,Blue Ribbon Sushi,297130,12.95,0.0,23,Weekend,Japanese,18
1477190,Kanoyama,397588,25.27,0.0,33,Weekday,Japanese,134
1477043,Blue Ribbon Sushi,142356,6.74,4.0,28,Weekend,Japanese,18
1477136,Parm,120490,21.88,4.0,30,Weekend,Italian,29
1476972,Bhatti Indian Grill,111356,32.98,0.0,30,Weekday,Indian,78
1476627,Westville Hudson,120385,16.98,5.0,20,Weekend,American,43
1477148,The Meatball Shop,385406,11.59,0.0,30,Weekday,Italian,7
1478165,RedFarm Hudson,54851,12.18,0.0,27,Weekend,Chinese,17
1476622,Philippe Chow,399332,24.2,5.0,30,Weekday,Chinese,142
1477246,Bukhara Grill,39705,16.54,5.0,17,Weekend,Indian,10
1477512,Sushi of Gari Tribeca,44759,9.27,0.0,17,Weekend,Japanese,96
1477696,RedFarm Broadway,54809,24.3,5.0,31,Weekday,Chinese,33
1476578,Donburi-ya,97079,12.18,0.0,23,Weekend,Japanese,80
1477171,Chipotle Mexican Grill $1.99 Delivery,229946,12.13,3.0,25,Weekend,Mexican,32
1477960,12 Chairs,375098,29.1,0.0,26,Weekend,Middle Eastern,141
1478260,Blue Ribbon Sushi Bar & Grill,41991,12.37,0.0,16,Weekend,Japanese,42
1476720,Dirty Bird To Go (archived),91958,12.13,4.0,27,Weekend,American,92
1476767,Blue Ribbon Sushi Izakaya,83287,18.24,5.0,22,Weekend,Japanese,2
1477839,The MasalaWala,75548,12.13,4.0,15,Weekend,Indian,143
1477462,Han Dynasty,304707,12.08,5.0,29,Weekend,Chinese,49
1477120,Blue Ribbon Sushi,285774,6.79,5.0,29,Weekday,Japanese,18
1476858,Blue Ribbon Sushi,385350,12.13,5.0,17,Weekend,Japanese,18
1476967,TAO,129798,29.49,0.0,32,Weekday,Japanese,28
1477808,Vezzo Thin Crust Pizza,123977,13.05,5.0,27,Weekend,Italian,23
1477902,Shake Shack,91114,15.77,4.0,23,Weekend,American,15
1477416,Vezzo Thin Crust Pizza,123977,22.26,0.0,32,Weekday,Italian,23
1476833,Sushi of Gari 46,388420,9.02,5.0,17,Weekend,Japanese,24
1476813,Han Dynasty,261665,7.71,5.0,18,Weekend,Chinese,49
1477907,Blue Ribbon Fried Chicken,213212,14.65,0.0,23,Weekend,American,4
1477668,Han Dynasty,160957,22.31,5.0,15,Weekend,Chinese,49
1477306,brgr,94691,5.72,3.0,26,Weekday,American,144
1478257,Cafe Mogador,41877,6.69,4.0,30,Weekend,Middle Eastern,21
1477662,Hill Country Fried Chicken,6987,29.78,0.0,33,Weekday,Southern,37
1478161,Sushi of Gari,52327,16.01,0.0,19,Weekend,Japanese,16
1478225,Sushi of Gari,142574,15.96,0.0,19,Weekend,Japanese,16
1476839,Shake Shack,107909,14.07,0.0,21,Weekend,American,15
1477847,Blue Ribbon Sushi,106478,24.25,4.0,29,Weekday,Japanese,18
1476718,Vanessa's Dumpling House,35643,14.84,5.0,24,Weekend,Chinese,89
1478429,Shake Shack,355090,22.85,5.0,23,Weekend,American,15
1476885,Vanessa's Dumplings,133349,20.23,5.0,17,Weekend,Chinese,77
1478230,RedFarm Hudson,97346,14.6,3.0,28,Weekend,Chinese,17
1478162,TAO,241080,15.52,4.0,27,Weekend,Japanese,28
1477645,Blue Ribbon Fried Chicken,343554,8.98,3.0,27,Weekend,American,4
1477583,Melt Shop,370096,19.4,4.0,25,Weekend,American,103
1477214,Five Guys Burgers and Fries,98319,13.0,5.0,27,Weekday,American,19
1477529,The Smile,377260,5.82,3.0,25,Weekend,American,88
1477648,Blue Ribbon Sushi,110792,16.06,0.0,21,Weekend,Japanese,18
1476874,RedFarm Hudson,60901,5.82,5.0,22,Weekend,Chinese,17
1477097,Sushi of Gari 46,132906,13.05,0.0,30,Weekday,Japanese,24
1477974,Parm,41907,9.22,4.0,25,Weekend,Italian,29
1478036,Burger Joint,186976,8.35,4.0,17,Weekend,American,97
1478371,Cafe Habana,258275,25.17,0.0,26,Weekend,Mexican,3
1476730,Chipotle Mexican Grill $1.99 Delivery,344577,29.05,4.0,21,Weekend,Mexican,32
1476768,Jack's Wife Freda,72757,8.49,0.0,18,Weekend,Mediterranean,39
1476786,Blue Ribbon Sushi,103852,6.74,5.0,29,Weekend,Japanese,18
1478242,Pinto Nouveau Thai Bistro,372276,24.2,5.0,15,Weekend,Thai,66
1477773,Shake Shack,72726,12.18,5.0,24,Weekend,American,15
1477063,The Meatball Shop,317446,19.4,5.0,30,Weekend,Italian,7
1477419,Shake Shack,186454,14.07,5.0,17,Weekend,American,15
1476864,RedFarm Broadway,381020,31.86,4.0,19,Weekend,Chinese,33
1476791,RedFarm Broadway,390484,12.56,4.0,33,Weekday,Chinese,33
1477054,Sushi of Gari Tribeca,351799,14.07,5.0,29,Weekend,Japanese,96
1478184,The Meatball Shop,232359,5.82,5.0,30,Weekend,Italian,7
1476851,Carmine's,361220,19.98,5.0,30,Weekday,Italian,145
1476597,Shake Shack,373059,14.07,0.0,25,Weekend,American,15
1477241,Jack's Wife Freda,42828,14.12,5.0,25,Weekday,Mediterranean,39
1477282,Sushi of Gari Tribeca,241719,12.42,4.0,20,Weekend,Japanese,96
1477874,Parm,41168,12.13,0.0,29,Weekend,Italian,29
1476852,Five Guys Burgers and Fries,369809,19.45,3.0,28,Weekday,American,19
1476958,Blue Ribbon Fried Chicken,41638,12.18,4.0,29,Weekend,American,4
1477226,The Meatball Shop,361728,6.69,0.0,18,Weekend,Italian,7
1477327,Nobu Next Door,328731,13.97,0.0,24,Weekday,Japanese,45
1476905,Blue Ribbon Sushi Bar & Grill,360844,5.72,5.0,26,Weekday,Japanese,42
1478433,Haandi,94700,13.1,0.0,30,Weekend,Indian,47
1476666,Shake Shack,205241,6.07,4.0,27,Weekday,American,15
1476552,Melt Shop,334758,12.56,4.0,23,Weekend,American,103
1477137,P.J. Clarke's,157578,14.07,5.0,26,Weekday,American,85
1477440,Blue Ribbon Fried Chicken,127934,12.52,4.0,31,Weekday,American,4
1477545,Shake Shack,144352,21.93,0.0,33,Weekday,American,15
1478215,Sarabeth's East,92726,25.27,4.0,19,Weekend,American,36
1478301,Asuka Sushi,184325,22.75,5.0,32,Weekday,Japanese,146
1477294,The Meatball Shop,39334,12.18,5.0,26,Weekend,Italian,7
1477235,Rubirosa,115841,15.38,0.0,31,Weekday,Italian,53
1478012,Yama Japanese Restaurant,114919,12.66,0.0,26,Weekend,Japanese,58
1477005,Nobu Next Door,87006,25.17,0.0,16,Weekend,Japanese,45
1476600,P.J. Clarke's,141912,24.25,0.0,15,Weekend,American,85
1478270,Shake Shack,303548,14.02,4.0,21,Weekend,American,15
1477299,ilili Restaurant,60039,31.33,4.0,27,Weekday,Middle Eastern,87
1477388,Blue Ribbon Sushi Izakaya,396432,9.7,0.0,15,Weekend,Japanese,2
1477221,Blue Ribbon Sushi Izakaya,125510,33.03,3.0,23,Weekend,Japanese,2
1476691,Sushi of Gari Tribeca,68775,24.2,0.0,21,Weekend,Japanese,96
1476838,Burger Joint,51356,16.15,0.0,15,Weekend,American,97
1477913,Aurora,92096,21.93,0.0,18,Weekend,Italian,147
1477453,Shake Shack,83287,9.41,5.0,20,Weekend,American,15
1477946,Hill Country Fried Chicken,81152,14.12,5.0,15,Weekend,Southern,37
1477395,Parm,56219,14.55,5.0,32,Weekday,Italian,29
1478404,Blue Ribbon Sushi Bar & Grill,97991,33.03,5.0,15,Weekend,Japanese,42
1476567,Blue Ribbon Sushi,122609,13.0,5.0,15,Weekend,Japanese,18
1476903,Sarabeth's,53874,25.17,3.0,23,Weekend,American,148
1478374,Rubirosa,64151,5.97,3.0,25,Weekend,Italian,53
1476764,Sushi Samba,44049,13.0,4.0,21,Weekend,Japanese,30
1476629,Melt Shop,317993,12.66,3.0,26,Weekend,American,103
1476936,Blue Ribbon Sushi Bar & Grill,260035,14.12,0.0,25,Weekend,Japanese,42
1478342,Osteria Morini,142681,8.3,0.0,19,Weekend,Italian,46
1477229,Hatsuhana,72339,17.03,4.0,33,Weekday,Japanese,81
1476961,Blue Ribbon Sushi,112272,14.02,0.0,29,Weekday,Japanese,18
1477332,RedFarm Hudson,43018,24.2,5.0,19,Weekend,Chinese,17
1478193,Five Guys Burgers and Fries,83287,16.01,0.0,19,Weekend,American,19
1478410,The Meatball Shop,84087,25.22,5.0,25,Weekend,Italian,7
1477080,The Kati Roll Company,67848,19.45,0.0,24,Weekend,Indian,25
1477169,Blue Ribbon Sushi Bar & Grill,46696,12.08,5.0,24,Weekday,Japanese,42
1476761,Blue Ribbon Fried Chicken,64153,24.25,5.0,30,Weekday,American,4
1477584,Cafe Habana,275689,16.98,4.0,30,Weekday,Mexican,3
1477916,Blue Ribbon Fried Chicken,121706,13.0,0.0,30,Weekend,American,4
1476561,Tamarind TriBeCa,115213,13.24,0.0,30,Weekend,Indian,6
1477072,Parm,113507,29.39,0.0,30,Weekday,Italian,29
1476755,Waverly Diner,331143,11.59,0.0,22,Weekend,American,83
1478293,Barbounia,84045,12.13,0.0,26,Weekend,Mediterranean,8
1477142,Rubirosa,87151,24.2,4.0,26,Weekend,Italian,53
1477494,Crema Restaurante,300003,15.86,0.0,30,Weekend,Mexican,149
1477176,Tamarind TriBeCa,260680,12.95,3.0,24,Weekday,Indian,6
1478383,Shake Shack,121905,15.86,3.0,20,Weekend,American,15
1476917,Big Daddy's,58675,14.84,5.0,22,Weekend,American,150
1478082,Yama Japanese Restaurant,103005,5.77,0.0,21,Weekend,Japanese,58
1477502,Sushi of Gari 46,367076,22.8,0.0,25,Weekend,Japanese,24
1477734,The Meatball Shop,81658,29.25,5.0,29,Weekday,Italian,7
1477151,Blue Ribbon Sushi Bar & Grill,97991,22.36,4.0,18,Weekend,Japanese,42
1478333,Sushi of Gari 46,93437,22.26,5.0,26,Weekend,Japanese,24
1477013,Donburi-ya,52832,8.01,5.0,30,Weekday,Japanese,80
1476949,Pepe Rosso To Go,14869,16.3,0.0,30,Weekend,Italian,72
1477779,TAO,39275,31.43,0.0,20,Weekend,Japanese,28
1478131,Parm,395616,12.13,3.0,15,Weekend,Italian,29
1477769,TAO,129798,8.05,0.0,31,Weekday,Japanese,28
1478099,Parm,97255,19.4,0.0,28,Weekday,Italian,29
1476810,Amma,95164,19.35,0.0,16,Weekend,Indian,74
1477279,TAO,35432,16.15,3.0,22,Weekend,Japanese,28
1478309,Momoya,127130,16.05,4.0,33,Weekday,Japanese,59
1477368,Parm,132137,24.25,4.0,21,Weekend,Italian,29
1477409,Shake Shack,146588,9.07,3.0,26,Weekday,American,15
1477506,Blue Ribbon Sushi Bar & Grill,283831,13.05,5.0,28,Weekday,Japanese,42
1476888,Shake Shack,342107,12.13,5.0,30,Weekday,American,15
1477579,Shake Shack,349854,24.35,5.0,26,Weekday,American,15
1477977,Han Dynasty,43856,16.01,5.0,16,Weekend,Chinese,49
1478336,Tony's Di Napoli,138426,5.82,5.0,26,Weekend,Italian,131
1477649,Cafe Mogador,106478,16.15,5.0,27,Weekend,Middle Eastern,21
1477108,Blue Ribbon Sushi,47280,29.68,3.0,30,Weekend,Japanese,18
1477947,The Meatball Shop,78560,12.18,3.0,20,Weekend,Italian,7
1477488,Sushi of Gari 46,344586,12.56,4.0,22,Weekend,Japanese,24
1477236,Chipotle Mexican Grill $1.99 Delivery,1311,16.1,0.0,26,Weekend,Mexican,32
1478392,Parm,77511,21.93,4.0,25,Weekend,Italian,29
1476940,Sushi of Gari 46,197633,5.77,4.0,24,Weekday,Japanese,24
1477671,Nobu Next Door,393765,6.02,5.0,24,Weekend,Japanese,45
1476742,Aurora,92096,6.74,0.0,26,Weekday,Italian,147
1478177,Blue Ribbon Sushi,80683,11.59,4.0,18,Weekend,Japanese,18
1477035,Dickson's Farmstand Meats,141496,33.03,5.0,20,Weekend,American,115
1477923,RedFarm Hudson,75115,33.03,3.0,19,Weekend,Chinese,17
1478054,Shake Shack,170221,5.72,0.0,19,Weekend,American,15
1477590,Blue Ribbon Sushi,145952,29.15,0.0,24,Weekday,Japanese,18
1477984,indikitch,353676,14.07,4.0,30,Weekend,Indian,69
1476828,Donburi-ya,52832,6.64,0.0,29,Weekday,Japanese,80
1477234,Melt Shop,91817,9.6,5.0,16,Weekend,American,103
1477829,Blue Ribbon Sushi,164529,9.32,4.0,18,Weekend,Japanese,18
1477191,ilili Restaurant,93797,25.22,5.0,33,Weekday,Middle Eastern,87
1477509,Shake Shack,382076,16.93,0.0,26,Weekend,American,15
1477950,Blue Ribbon Fried Chicken,301032,16.44,4.0,16,Weekend,American,4
1476679,Blue Ribbon Sushi Izakaya,241719,14.41,5.0,20,Weekend,Japanese,2
1478388,Pepe Rosso To Go,285143,12.13,4.0,18,Weekend,Italian,72
1478078,Tamarind TriBeCa,54608,22.26,5.0,15,Weekend,Indian,6
1477443,Shake Shack,105903,24.3,4.0,29,Weekday,American,15
1477272,The Smile,143984,12.27,0.0,24,Weekday,American,88
1476868,Blue Ribbon Sushi Izakaya,122609,12.23,0.0,23,Weekend,Japanese,2
1478432,Waverly Diner,331143,14.6,3.0,32,Weekday,American,83
1476988,Moonstruck on Second,94115,14.94,5.0,20,Weekend,American,151
1476762,Blue Ribbon Sushi Bar & Grill,367111,16.54,0.0,17,Weekend,Japanese,42
1477925,RedFarm Hudson,347181,11.64,0.0,18,Weekend,Chinese,17
1478145,Melt Shop,42461,11.69,4.0,27,Weekday,American,103
1477042,RedFarm Broadway,209179,6.74,0.0,27,Weekend,Chinese,33
1476834,Cafe Mogador,176622,9.22,0.0,15,Weekend,Middle Eastern,21
1477446,The Meatball Shop,88333,5.77,0.0,27,Weekend,Italian,7
1477727,Blue Ribbon Sushi Izakaya,333311,21.93,0.0,26,Weekend,Japanese,2
1476812,Shake Shack,83287,9.02,4.0,27,Weekday,American,15
1477948,Serafina Fabulous Pizza,141550,22.8,4.0,31,Weekday,Italian,117
1477739,Rubirosa,63096,12.51,5.0,15,Weekend,Italian,53
1476801,Ravagh Persian Grill,104130,14.07,5.0,33,Weekday,Middle Eastern,122
1477530,The Kati Roll Company,64754,5.34,4.0,18,Weekend,Indian,25
1478140,Westville Hudson,62730,29.1,0.0,24,Weekend,American,43
1477398,Five Guys Burgers and Fries,87357,6.4,5.0,32,Weekday,American,19
